City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
631,imperia,IT,43.9667,7.7833,13.81,87,1,2.01,clear sky
632,angoche,MZ,-16.2325,39.9086,23.05,77,0,2.1,clear sky
633,pokhara,NP,28.2333,83.9833,19.34,96,100,0.52,overcast clouds
634,jalu,LY,29.0331,21.5482,20.39,55,17,4.4,few clouds
635,lukulu,ZM,-14.3707,23.242,17.38,27,42,2.76,scattered clouds
636,bengkulu,ID,-3.8004,102.2655,28.33,68,26,2.8,scattered clouds
637,plakhtiyivka,UA,46.1006,29.7217,12.95,50,100,1.49,overcast clouds
638,apollonia,GR,36.9716,24.7231,17.77,61,0,15.8,clear sky
639,newry,GB,54.1784,-6.3374,10.62,83,49,7.64,scattered clouds
640,nizhnevartovsk,RU,60.9344,76.5531,-0.99,100,100,1.0,overcast clouds
641,villanueva de la serena,ES,38.9766,-5.7974,20.0,39,0,1.75,clear sky
642,zeerust,ZA,-25.5369,26.0751,16.08,57,0,2.54,clear sky
643,artyom,AZ,40.4723,50.333,21.08,83,70,10.83,broken clouds
644,staraya mayna,RU,54.6,48.95,9.31,83,79,4.66,broken clouds
645,sao miguel,BR,-5.4667,-35.3667,23.43,88,7,4.14,clear sky
646,santa maria,BR,-29.6842,-53.8069,15.97,98,100,1.44,moderate rain
647,santa isabel do rio negro,BR,-0.4139,-65.0192,23.99,85,40,1.11,scattered clouds
648,nandurbar,IN,21.3667,74.25,27.44,67,82,3.83,broken clouds
649,carauari,BR,-4.8828,-66.8958,25.65,70,65,0.72,broken clouds
650,bewar,IN,27.2184,79.3005,23.03,88,100,5.23,overcast clouds
651,bud,US,39.447,-86.1758,12.73,84,40,1.79,scattered clouds
652,balkhash,KZ,46.844,74.9804,11.34,37,0,8.0,clear sky
653,cururupu,BR,-1.8283,-44.8683,25.42,77,1,3.11,clear sky
654,porto velho,BR,-8.7619,-63.9039,25.03,94,0,1.03,clear sky
655,paoua,CF,7.2427,16.4406,20.0,97,100,0.68,moderate rain
656,pavlodar,KZ,52.3,76.95,8.89,46,0,3.0,clear sky
657,ozinki,RU,51.1786,49.6769,10.87,71,97,2.8,overcast clouds
658,zuwarah,LY,32.9312,12.082,22.35,64,6,5.68,clear sky
659,strangnas,SE,59.3774,17.0312,13.99,76,89,8.29,overcast clouds
660,linhares,BR,-19.3911,-40.0722,22.47,90,94,1.7,overcast clouds
661,octeville,FR,49.6261,-1.6435,11.27,82,75,4.12,broken clouds
662,ayapel,CO,8.3137,-75.1398,23.23,96,93,0.88,overcast clouds
663,jeremie,HT,18.65,-74.1167,27.52,84,84,4.9,broken clouds
664,ibi,ES,38.6253,-0.5723,16.23,79,66,2.37,broken clouds
665,afyonkarahisar,TR,38.75,30.6667,7.6,86,27,2.17,scattered clouds
666,toledo,ES,39.8333,-4.0,19.06,78,0,3.98,clear sky
667,filingue,NE,14.3521,3.3168,29.88,54,53,4.71,broken clouds
668,mogadishu,SO,2.0371,45.3438,25.58,84,22,5.58,few clouds
669,marzuq,YE,14.4,46.4667,24.56,39,28,0.15,scattered clouds
670,jagodina,RS,43.9814,21.2622,9.23,80,100,2.44,overcast clouds
671,samus,RU,56.7475,84.6992,2.91,86,100,2.42,light rain
672,beyneu,KZ,45.3167,55.2,13.95,23,88,6.51,overcast clouds
673,maragogi,BR,-9.0122,-35.2225,23.94,90,11,3.52,few clouds
674,nizhneivkino,RU,58.194,49.5214,7.45,96,100,1.93,light rain
675,mamallapuram,IN,12.6264,80.1722,27.03,65,99,5.09,overcast clouds
676,san rafael,AR,-34.6177,-68.3301,12.5,59,40,3.74,scattered clouds
677,urucuca,BR,-14.5931,-39.2844,19.01,99,17,0.67,few clouds
678,sudak,UA,44.85,34.9667,13.3,64,94,2.05,overcast clouds
679,kirkwall,GB,58.9848,-2.9587,10.03,81,75,7.72,heavy intensity rain
680,osypenko,UA,46.9136,36.8253,10.57,70,93,2.67,overcast clouds
681,oswego,US,43.4501,-76.1497,11.86,75,12,1.11,few clouds
